HOG	OG	Gene Tree Parent Clade	Aq	Ga	GaY	Gw	GwY	Pp
N0.HOG0017506	OG0015636	n0	ApeQuad_25936.1	rna-XM_040166087.1		g12479.t1		rna-XM_037452897.2
N0.HOG0017507	OG0015637	n0	ApeQuad_25937.2	rna-XM_040166084.1		g12478.t1		rna-XM_062565487.1
N0.HOG0017508	OG0015638	n0	ApeQuad_25938.1	rna-XM_040166085.1		g12477.t1		rna-XM_037452896.2
N0.HOG0017509	OG0015639	n0	ApeQuad_25939.2	rna-XM_040164877.1		g12475.t1		rna-XM_037454162.2
N0.HOG0017510	OG0015640	n0	ApeQuad_25941.1	rna-XM_040166377.1		g12474.t1		rna-XM_037454166.2
N0.HOG0017511	OG0015641	n0	ApeQuad_25945.1	rna-XM_040166354.1		g12471.t1		rna-XM_037453979.2
N0.HOG0017512	OG0015642	n0	ApeQuad_25947.1	rna-XM_040166347.1		g12470.t1		rna-XM_037453973.2
N0.HOG0017513	OG0015643	n0	ApeQuad_25949.1	rna-XM_040166348.1		g12468.t1		rna-XM_037455091.2
N0.HOG0017514	OG0015644	n0	ApeQuad_25951.1	rna-XM_040164980.1		g12467.t1		rna-XM_037455094.2
N0.HOG0017515	OG0015645	n0	ApeQuad_25952.1	rna-XM_040164984.1		g12466.t1		rna-XM_037455003.2
N0.HOG0017516	OG0015646	n0	ApeQuad_25953.1	rna-XM_040164981.1		g12465.t1		rna-XM_037454635.2
N0.HOG0017517	OG0015647	n0	ApeQuad_25954.2	rna-XM_040164972.1		g12464.t2		rna-XM_037454633.2
N0.HOG0017518	OG0015648	n0	ApeQuad_25959.1	rna-XM_040164971.1		g12461.t1		rna-XM_037454599.2
N0.HOG0017519	OG0015649	n0	ApeQuad_25960.1	rna-XM_040164987.1		g12460.t1		rna-XM_037454600.2
N0.HOG0017520	OG0015650	n0	ApeQuad_25961.1	rna-XM_040164979.1		g12459.t2		rna-XM_037454601.2
N0.HOG0017521	OG0015651	n0	ApeQuad_25962.1	rna-XM_040165268.1		g12458.t2		rna-XM_037454157.2
N0.HOG0017522	OG0015652	n0	ApeQuad_25964.1	rna-XM_040165259.1		g12457.t1		rna-XM_037454154.2
N0.HOG0017523	OG0015653	n0	ApeQuad_25966.2	rna-XM_040165255.1		g12456.t1		rna-XM_037453980.2
N0.HOG0017524	OG0015654	n0	ApeQuad_25967.1	rna-XM_040164171.1		g12455.t1		rna-XM_037452841.2
N0.HOG0017525	OG0015655	n0	ApeQuad_25969.1	rna-XM_040166628.1		g13596.t1		rna-XM_037455753.2
N0.HOG0017526	OG0015656	n0	ApeQuad_25971.1	rna-XM_040166647.1		g13595.t1		rna-XM_037456544.2
N0.HOG0017527	OG0015657	n0	ApeQuad_25973.2	rna-XM_040166637.1		g13594.t1		rna-XM_037455647.2
N0.HOG0017528	OG0015658	n0	ApeQuad_25974.1	rna-XM_040166662.1		g13592.t1		rna-XM_037455642.2
N0.HOG0017529	OG0015659	n0	ApeQuad_25975.1	rna-XM_040166645.1		g13591.t1		rna-XM_037455646.2
N0.HOG0017530	OG0015660	n0	ApeQuad_25976.1	rna-XM_040166636.1		g13590.t1		rna-XM_037456080.2
N0.HOG0017531	OG0015661	n0	ApeQuad_25977.1	rna-XM_040166661.1		g13589.t1		rna-XM_037456081.2
N0.HOG0017532	OG0015662	n0	ApeQuad_25979.1	rna-XM_040166631.1		g13587.t1		rna-XM_037455758.2
N0.HOG0017533	OG0015663	n0	ApeQuad_25984.1	rna-XM_040166649.1		g13586.t2		rna-XM_062559375.1
N0.HOG0017534	OG0015664	n0	ApeQuad_25985.3	rna-XM_040166621.1		g13585.t1		rna-XM_037455669.2
N0.HOG0017535	OG0015665	n0	ApeQuad_25987.1	rna-XM_040166617.1		g13584.t2		rna-XM_062559374.1
N0.HOG0017536	OG0015666	n0	ApeQuad_25989.1	rna-XM_040166618.1		g13583.t1		rna-XM_062559064.1
N0.HOG0017537	OG0015667	n0	ApeQuad_25990.2	rna-XM_040199102.1		g13564.t1		rna-XM_037456304.2
N0.HOG0017538	OG0015668	n0	ApeQuad_25992.2	rna-XM_040166654.1		g13565.t1		rna-XM_062559080.1
N0.HOG0017539	OG0015669	n0	ApeQuad_25996.1	rna-XM_040166648.1		g13567.t2		rna-XM_037456300.2
N0.HOG0017540	OG0015670	n0	ApeQuad_26009.1	rna-XM_040167156.1		g13571.t1		rna-XM_037455951.2
N0.HOG0017541	OG0015671	n0	ApeQuad_26021.1	rna-XM_040167157.1		g13560.t2		rna-XM_037455868.2
N0.HOG0017542	OG0015672	n0	ApeQuad_26022.1	rna-XM_040167725.1		g13559.t1		rna-XM_037456692.2
N0.HOG0017543	OG0015673	n0	ApeQuad_26028.1	rna-XM_040167451.1		g13558.t1		rna-XM_037456224.2
N0.HOG0017544	OG0015674	n0	ApeQuad_26030.3	rna-XM_040167330.1		g13557.t1		rna-XM_037455458.2
N0.HOG0017545	OG0015675	n0	ApeQuad_26032.1	rna-XM_040167622.1		g13555.t1		rna-XM_037456443.2
N0.HOG0017546	OG0015676	n0	ApeQuad_26052.1	rna-XM_040167463.1		g13553.t1		rna-XM_037456481.2
N0.HOG0017547	OG0015677	n0	ApeQuad_26054.1	rna-XM_040167467.1		g13552.t1		rna-XM_062559158.1
N0.HOG0017548	OG0015678	n0	ApeQuad_26058.2	rna-XM_040166765.1		g13549.t1		rna-XM_062559322.1
N0.HOG0017549	OG0015679	n0	ApeQuad_26061.1	rna-XM_040167654.1		g13548.t1		rna-XM_037456144.2
N0.HOG0017550	OG0015680	n0	ApeQuad_26062.1	rna-XM_040167699.1		g13547.t1		rna-XM_037456140.2
N0.HOG0017551	OG0015681	n0	ApeQuad_26064.15	rna-XM_040167952.1		g13546.t5		rna-XM_037456208.2
N0.HOG0017552	OG0015682	n0	ApeQuad_26068.4	rna-XM_040167722.1		g13606.t1		rna-XM_037456092.2
N0.HOG0017553	OG0015683	n0	ApeQuad_26070.7	rna-XM_040167360.1		g13605.t2		rna-XM_062559242.1
N0.HOG0017554	OG0015684	n0	ApeQuad_26071.2	rna-XM_040167368.1		g13604.t2		rna-XM_037456093.2
N0.HOG0017555	OG0015685	n0	ApeQuad_26072.1	rna-XM_040167743.1		g13603.t1		rna-XM_037456565.2
N0.HOG0017556	OG0015686	n0	ApeQuad_26080.1	rna-XM_040167442.1		g13601.t1		rna-XM_037456127.2
N0.HOG0017557	OG0015687	n0	ApeQuad_26082.4	rna-XM_040167148.1		g13599.t1		rna-XM_037456263.2
N0.HOG0017558	OG0015688	n0	ApeQuad_26083.1	rna-XM_040167151.1		g13598.t1		rna-XM_037456266.2
N0.HOG0017559	OG0015689	n0	ApeQuad_26086.5	rna-XM_040166919.1		g13535.t1		rna-XM_037455940.2
N0.HOG0017560	OG0015690	n0	ApeQuad_26092.1	rna-XM_040167800.1		g13536.t1		rna-XM_062559368.1
N0.HOG0017561	OG0015691	n0	ApeQuad_26095.1	rna-XM_040167617.1		g13537.t1		rna-XM_037455637.2
N0.HOG0017562	OG0015692	n0	ApeQuad_26098.1	rna-XM_040167480.1		g13539.t1		rna-XM_037456232.2
N0.HOG0017563	OG0015693	n0	ApeQuad_26102.1	rna-XM_040167182.1		g13542.t1		rna-XM_062559136.1
N0.HOG0017564	OG0015694	n0	ApeQuad_26107.9	rna-XM_040167003.1		g13544.t6		rna-XM_062559370.1
N0.HOG0017565	OG0015695	n0	ApeQuad_26110.2	rna-XM_040167064.1		g13612.t2		rna-XM_037455592.2
N0.HOG0017566	OG0015696	n0	ApeQuad_26117.1	rna-XM_040166753.1		g13614.t1		rna-XM_037455981.2
N0.HOG0017567	OG0015697	n0	ApeQuad_26122.1	rna-XM_040166755.1		g13617.t1		rna-XM_037456014.2
N0.HOG0017568	OG0015698	n0	ApeQuad_26128.1	rna-XM_040167137.1		g13619.t1		rna-XM_037456028.2
N0.HOG0017569	OG0015699	n0	ApeQuad_26132.4	rna-XM_040167633.1		g13621.t1		rna-XM_037455977.2
N0.HOG0017570	OG0015700	n0	ApeQuad_26135.1	rna-XM_040166598.1		g13623.t1		rna-XM_037456027.2
N0.HOG0017571	OG0015701	n0	ApeQuad_26140.1	rna-XM_040167713.1		g13627.t1		rna-XM_037456025.2
N0.HOG0017572	OG0015702	n0	ApeQuad_26142.1	rna-XM_040167136.1		g13629.t1		rna-XM_062559238.1
N0.HOG0017573	OG0015703	n0	ApeQuad_26143.1	rna-XM_040167403.1		g13630.t1		rna-XM_037456022.2
N0.HOG0017574	OG0015704	n0	ApeQuad_26146.1	rna-XM_040167499.1		g13634.t1		rna-XM_037456012.2
N0.HOG0017575	OG0015705	n0	ApeQuad_26147.1	rna-XM_040167498.1		g13635.t1		rna-XM_037455983.2
N0.HOG0017576	OG0015706	n0	ApeQuad_26149.2	rna-XM_040167640.1		g13636.t1		rna-XM_037455960.2
N0.HOG0017577	OG0015707	n0	ApeQuad_26150.1	rna-XM_040166941.1		g13637.t1		rna-XM_037456033.2
N0.HOG0017578	OG0015708	n0	ApeQuad_26151.1	rna-XM_040166934.1		g13639.t1		rna-XM_037455965.2
N0.HOG0017579	OG0015709	n0	ApeQuad_26153.1	rna-XM_040166939.1		g13641.t2		rna-XM_037456024.2
N0.HOG0017580	OG0015710	n0	ApeQuad_26154.1	rna-XM_040166938.1		g13642.t1		rna-XM_037456001.2
N0.HOG0017581	OG0015711	n0	ApeQuad_26155.1	rna-XM_040166937.1		g13643.t1		rna-XM_037455997.2
N0.HOG0017582	OG0015712	n0	ApeQuad_26156.1	rna-XM_040167521.1		g13644.t1		rna-XM_037455964.2
N0.HOG0017583	OG0015713	n0	ApeQuad_26159.1	rna-XM_040167201.1		g13646.t1		rna-XM_037455858.2
N0.HOG0017584	OG0015714	n0	ApeQuad_26160.1	rna-XM_040167216.1		g13647.t1		rna-XM_037455303.2
N0.HOG0017585	OG0015715	n0	ApeQuad_26162.3	rna-XM_040167268.1		g13649.t1		rna-XM_062559363.1
N0.HOG0017586	OG0015716	n0	ApeQuad_26165.8	rna-XM_040167208.1		g13651.t1		rna-XM_037456531.2
N0.HOG0017587	OG0015717	n0	ApeQuad_26167.1	rna-XM_040167254.1		g13652.t1		rna-XM_037456478.2
N0.HOG0017588	OG0015718	n0	ApeQuad_26169.1	rna-XM_040167264.1		g13653.t1		rna-XM_037456543.2
N0.HOG0017589	OG0015719	n0	ApeQuad_26170.1	rna-XM_040167241.1		g13654.t2		rna-XM_037455689.2
N0.HOG0017590	OG0015720	n0	ApeQuad_26174.1	rna-XM_040167263.1		g13658.t1		rna-XM_037455914.2
N0.HOG0017591	OG0015721	n0	ApeQuad_26176.1	rna-XM_040167281.1		g13659.t1		rna-XM_037455908.2
N0.HOG0017592	OG0015722	n0	ApeQuad_26177.1	rna-XM_040167291.1		g13660.t1		rna-XM_037455909.2
N0.HOG0017593	OG0015723	n0	ApeQuad_26178.1	rna-XM_040167232.1		g13661.t2		rna-XM_037456524.2
N0.HOG0017594	OG0015724	n0	ApeQuad_26179.2	rna-XM_040167277.1		g13662.t1		rna-XM_037456526.2
N0.HOG0017595	OG0015725	n0	ApeQuad_26180.1	rna-XM_040167220.1		g13663.t1		rna-XM_037456163.2
N0.HOG0017596	OG0015726	n0	ApeQuad_26190.1	rna-XM_040167259.1		g13668.t1		rna-XM_037455660.2
N0.HOG0017597	OG0015727	n0	ApeQuad_26191.4	rna-XM_040167315.1		g13669.t1		rna-XM_037456307.2
N0.HOG0017598	OG0015728	n0	ApeQuad_26193.1	rna-XM_040167283.1		g13670.t2		rna-XM_037456671.2
N0.HOG0017599	OG0015729	n0	ApeQuad_26195.1	rna-XM_040167240.1		g13671.t1		rna-XM_037455276.2
N0.HOG0017600	OG0015730	n0	ApeQuad_26196.1	rna-XM_040167295.1		g13672.t1		rna-XM_037455282.2
N0.HOG0017601	OG0015731	n0	ApeQuad_26197.1	rna-XM_040167275.1		g13673.t1		rna-XM_037455277.2
N0.HOG0017602	OG0015732	n0	ApeQuad_26199.2	rna-XM_040167802.1		g13675.t1		rna-XM_037455425.2
N0.HOG0017603	OG0015733	n0	ApeQuad_26200.1	rna-XM_040167286.1		g13676.t2		rna-XM_037455427.2
N0.HOG0017604	OG0015734	n0	ApeQuad_26202.1	rna-XM_040167252.1		g13677.t1		rna-XM_037455853.2
N0.HOG0017605	OG0015735	n0	ApeQuad_26203.1	rna-XM_040167276.1		g13678.t1		rna-XM_037455856.2
N0.HOG0017606	OG0015736	n0	ApeQuad_26204.1	rna-XM_040167284.1		g13679.t1		rna-XM_062559135.1
N0.HOG0017607	OG0015737	n0	ApeQuad_26205.1	rna-XM_040167235.1		g13680.t1		rna-XM_037456082.2
N0.HOG0017608	OG0015738	n0	ApeQuad_26217.1	rna-XM_040167453.1		g13686.t1		rna-XM_037456075.2
N0.HOG0017609	OG0015739	n0	ApeQuad_26218.1	rna-XM_040167454.1		g13687.t1		rna-XM_037456078.2
N0.HOG0017610	OG0015740	n0	ApeQuad_26219.1	rna-XM_040167878.1		g13688.t1		rna-XM_037455523.2
N0.HOG0017611	OG0015741	n0	ApeQuad_26221.2	rna-XM_040167879.1		g13689.t3		rna-XM_037455527.2
N0.HOG0017612	OG0015742	n0	ApeQuad_26222.1	rna-XM_040167883.1		g13690.t1		rna-XM_037455532.2
N0.HOG0017613	OG0015743	n0	ApeQuad_26223.1	rna-XM_040167881.1		g13692.t1		rna-XM_037455799.2
N0.HOG0017614	OG0015744	n0	ApeQuad_26224.1	rna-XM_040167882.1		g13693.t1		rna-XM_037455800.2
N0.HOG0017615	OG0015745	n0	ApeQuad_26227.1	rna-XM_040167712.1		g13694.t1		rna-XM_037456560.2
N0.HOG0017616	OG0015746	n0	ApeQuad_26228.1	rna-XM_040167477.1		g13695.t1		rna-XM_037456399.2
N0.HOG0017617	OG0015747	n0	ApeQuad_26230.1	rna-XM_040167520.1		g13696.t1		rna-XM_062559283.1
N0.HOG0017618	OG0015748	n0	ApeQuad_26233.1	rna-XM_040167779.1		g13697.t1		rna-XM_062559365.1
N0.HOG0017619	OG0015749	n0	ApeQuad_26237.1	rna-XM_040167705.1		g13698.t1		rna-XM_062559261.1
N0.HOG0017620	OG0015750	n0	ApeQuad_26238.1	rna-XM_040166807.1		g13699.t1		rna-XM_037456397.2
N0.HOG0017621	OG0015751	n0	ApeQuad_26239.6	rna-XM_040166793.1		g13700.t5		rna-XM_037456393.2
N0.HOG0017622	OG0015752	n0	ApeQuad_26240.1	rna-XM_040166806.1		g13701.t1		rna-XM_037456395.2
N0.HOG0017623	OG0015753	n0	ApeQuad_26241.2	rna-XM_040166777.1		g13702.t3		rna-XM_037455922.2
N0.HOG0017624	OG0015754	n0	ApeQuad_26243.2	rna-XM_040167180.1		g13703.t1		rna-XM_037455454.2
N0.HOG0017625	OG0015755	n0	ApeQuad_26244.1	rna-XM_040167174.1		g13704.t1		rna-XM_037456244.2
N0.HOG0017626	OG0015756	n0	ApeQuad_26246.1	rna-XM_040167178.1		g13706.t1		rna-XM_037456245.2
N0.HOG0017627	OG0015757	n0	ApeQuad_26251.1	rna-XM_040167181.1		g13709.t1		rna-XM_037455807.2
N0.HOG0017628	OG0015758	n0	ApeQuad_26252.1	rna-XM_040167766.1		g13710.t1		rna-XM_037455805.2
N0.HOG0017629	OG0015759	n0	ApeQuad_26254.3	rna-XM_040166992.1		g13712.t1		rna-XM_037456046.2
N0.HOG0017630	OG0015760	n0	ApeQuad_26255.1	rna-XM_040166991.1		g13713.t1		rna-XM_037456444.2
N0.HOG0017631	OG0015761	n0	ApeQuad_26256.1	rna-XM_040167128.1		g13714.t1		rna-XM_037456681.2
N0.HOG0017632	OG0015762	n0	ApeQuad_26258.1	rna-XM_040166738.1		g13716.t1		rna-XM_037456115.2
N0.HOG0017633	OG0015763	n0	ApeQuad_26263.1	rna-XM_040167636.1		g13717.t1		rna-XM_062559326.1
N0.HOG0017634	OG0015764	n0	ApeQuad_26262.11	rna-XM_040167808.1		g13718.t2		rna-XM_062559382.1
N0.HOG0017635	OG0015765	n0	ApeQuad_26264.2	rna-XM_040166725.1		g13719.t1		rna-XM_037456205.2
N0.HOG0017636	OG0015766	n0	ApeQuad_26265.1	rna-XM_040166727.1		g13720.t1		rna-XM_037456601.1
N0.HOG0017637	OG0015767	n0	ApeQuad_26266.2	rna-XM_040166724.1		g13721.t1		rna-XM_037455543.2
N0.HOG0017638	OG0015768	n0	ApeQuad_26267.4	rna-XM_040166713.1		g13722.t1		rna-XM_037455537.2
N0.HOG0017639	OG0015769	n0	ApeQuad_26268.1	rna-XM_040166970.1		g13723.t1		rna-XM_037456689.2
N0.HOG0017640	OG0015770	n0	ApeQuad_26269.1	rna-XM_040166973.1		g13724.t1		rna-XM_037455443.2
N0.HOG0017641	OG0015771	n0	ApeQuad_26270.1	rna-XM_040166971.1		g13725.t1		rna-XM_037455444.2
N0.HOG0017642	OG0015772	n0	ApeQuad_26271.1	rna-XM_040166975.1		g13727.t1		rna-XM_037455447.2
N0.HOG0017643	OG0015773	n0	ApeQuad_26275.1	rna-XM_040167710.1		g13729.t1		rna-XM_037455629.2
N0.HOG0017644	OG0015774	n0	ApeQuad_26276.1	rna-XM_040167708.1		g13730.t1		rna-XM_037455626.2
N0.HOG0017645	OG0015775	n0	ApeQuad_26277.1	rna-XM_040167921.1		g13731.t1		rna-XM_037455628.2
N0.HOG0017646	OG0015776	n0	ApeQuad_26278.2	rna-XM_040167809.1		g13732.t1		rna-XM_062559050.1
N0.HOG0017647	OG0015777	n0	ApeQuad_26279.1	rna-XM_040166600.1		g13733.t2		rna-XM_037455402.2
N0.HOG0017648	OG0015778	n0	ApeQuad_26280.1	rna-XM_040166599.1		g13734.t1		rna-XM_037455401.2
N0.HOG0017649	OG0015779	n0	ApeQuad_26281.1	rna-XM_040167495.1		g13735.t1		rna-XM_037456226.2
N0.HOG0017650	OG0015780	n0	ApeQuad_26283.5	rna-XM_040166843.1		g13737.t1		rna-XM_037455677.2
N0.HOG0017651	OG0015781	n0	ApeQuad_26285.1	rna-XM_040166851.1		g13738.t1		rna-XM_037456685.2
N0.HOG0017652	OG0015782	n0	ApeQuad_26286.1	rna-XM_040166869.1		g13739.t2		rna-XM_062559055.1
N0.HOG0017653	OG0015783	n0	ApeQuad_26288.1	rna-XM_040166870.1		g13740.t1		rna-XM_037455546.2
N0.HOG0017654	OG0015784	n0	ApeQuad_26290.1	rna-XM_040166871.1		g13742.t1		rna-XM_037456483.2
N0.HOG0017655	OG0015785	n0	ApeQuad_26292.1	rna-XM_040167936.1		g13743.t1		rna-XM_037455250.2
N0.HOG0017656	OG0015786	n0	ApeQuad_26293.1	rna-XM_040167518.1		g13744.t1		rna-XM_037456508.2
N0.HOG0017657	OG0015787	n0	ApeQuad_26294.2	rna-XM_040167475.1		g13745.t1		rna-XM_037456222.2
N0.HOG0017658	OG0015788	n0	ApeQuad_26295.1	rna-XM_040167470.1		g13746.t1		rna-XM_037456204.2
N0.HOG0017659	OG0015789	n0	ApeQuad_26296.2	rna-XM_040167471.1		g13747.t1		rna-XM_062559227.1
N0.HOG0017660	OG0015790	n0	ApeQuad_26297.1	rna-XM_040167875.1		g13748.t1		rna-XM_037456701.2
N0.HOG0017661	OG0015791	n0	ApeQuad_26298.1	rna-XM_040167650.1		g13750.t1		rna-XM_037456230.2
N0.HOG0017662	OG0015792	n0	ApeQuad_26299.1	rna-XM_040167648.1		g13751.t1		rna-XM_037456228.2
N0.HOG0017663	OG0015793	n0	ApeQuad_26300.1	rna-XM_040167811.1		g13752.t2		rna-XM_037456536.2
N0.HOG0017664	OG0015794	n0	ApeQuad_26301.1	rna-XM_040167039.1		g13753.t1		rna-XM_037456035.2
N0.HOG0017665	OG0015795	n0	ApeQuad_26302.1	rna-XM_040167046.1		g13754.t1		rna-XM_037456040.2
N0.HOG0017666	OG0015796	n0	ApeQuad_26303.1	rna-XM_040167045.1		g13755.t1		rna-XM_037456036.2
N0.HOG0017667	OG0015797	n0	ApeQuad_26304.1	rna-XM_040167055.1		g13756.t1		rna-XM_037456044.2
N0.HOG0017668	OG0015798	n0	ApeQuad_26305.2	rna-XM_040167052.1		g13757.t1		rna-XM_037456037.2
N0.HOG0017669	OG0015799	n0	ApeQuad_26307.1	rna-XM_040167056.1		g13759.t1		rna-XM_037455664.2
N0.HOG0017670	OG0015800	n0	ApeQuad_26308.1	rna-XM_040167043.1		g13760.t1		rna-XM_037455663.2
N0.HOG0017671	OG0015801	n0	ApeQuad_26309.1	rna-XM_040167041.1		g13761.t1		rna-XM_037455661.2
N0.HOG0017672	OG0015802	n0	ApeQuad_26310.1	rna-XM_040167024.1		g13762.t4		rna-XM_037455904.2
N0.HOG0017673	OG0015803	n0	ApeQuad_26312.1	rna-XM_040166930.1		g13764.t1		rna-XM_037455343.2
N0.HOG0017674	OG0015804	n0	ApeQuad_26313.1	rna-XM_040166925.1		g13765.t1		rna-XM_037455339.2
N0.HOG0017675	OG0015805	n0	ApeQuad_26314.1	rna-XM_040167923.1		g13766.t1		rna-XM_037455233.2
N0.HOG0017676	OG0015806	n0	ApeQuad_26315.1	rna-XM_040167632.1		g13767.t1		rna-XM_037456353.2
N0.HOG0017677	OG0015807	n0	ApeQuad_26316.1	rna-XM_040166521.1		g13768.t2		rna-XM_037456133.2
N0.HOG0017678	OG0015808	n0	ApeQuad_26317.1	rna-XM_040166541.1		g13769.t1		rna-XM_037456349.2
N0.HOG0017679	OG0015809	n0	ApeQuad_26318.1	rna-XM_040166535.1		g13770.t1		rna-XM_037455910.2
N0.HOG0017680	OG0015810	n0	ApeQuad_26319.1	rna-XM_040166540.1		g13771.t1		rna-XM_062559162.1
N0.HOG0017681	OG0015811	n0	ApeQuad_26321.1	rna-XM_040167750.1		g13772.t1		rna-XM_037455239.2
N0.HOG0017682	OG0015812	n0	ApeQuad_26325.1	rna-XM_040167093.1		g13775.t1		rna-XM_037455820.2
N0.HOG0017683	OG0015813	n0	ApeQuad_26326.1	rna-XM_040167155.1		g13776.t1		rna-XM_037455810.2
N0.HOG0017684	OG0015814	n0	ApeQuad_26327.1	rna-XM_040167154.1		g13777.t1		rna-XM_037455808.2
N0.HOG0017685	OG0015815	n0	ApeQuad_26328.1	rna-XM_040167192.1		g13778.t1		rna-XM_037455667.2
N0.HOG0017686	OG0015816	n0	ApeQuad_26330.1	rna-XM_040166998.1		g13779.t1		rna-XM_037456171.2
N0.HOG0017687	OG0015817	n0	ApeQuad_26331.1	rna-XM_040167002.1		g13780.t1		rna-XM_037455865.2
N0.HOG0017688	OG0015818	n0	ApeQuad_26332.1	rna-XM_040166999.1		g13781.t1		rna-XM_037455863.2
N0.HOG0017689	OG0015819	n0	ApeQuad_26334.1	rna-XM_040167643.1		g13783.t1		rna-XM_037456501.2
N0.HOG0017690	OG0015820	n0	ApeQuad_26335.1	rna-XM_040167638.1		g13784.t1		rna-XM_062559316.1
N0.HOG0017691	OG0015821	n0	ApeQuad_26336.1	rna-XM_040167786.1		g13785.t1		rna-XM_037455240.2
N0.HOG0017692	OG0015822	n0	ApeQuad_26338.1	rna-XM_040166525.1		g13786.t1		rna-XM_037456360.2
N0.HOG0017693	OG0015823	n0	ApeQuad_26340.7	rna-XM_040167590.1		g13787.t4		rna-XM_037456412.2
N0.HOG0017694	OG0015824	n0	ApeQuad_26342.1	rna-XM_040167472.1		g13788.t1		rna-XM_037456083.2
N0.HOG0017695	OG0015825	n0	ApeQuad_26343.1	rna-XM_040167474.1		g13789.t1		rna-XM_037456085.2
N0.HOG0017696	OG0015826	n0	ApeQuad_26344.1	rna-XM_040166915.1		g13791.t1		rna-XM_037455372.2
N0.HOG0017697	OG0015827	n0	ApeQuad_26351.6	rna-XM_040167564.1		g13795.t4		rna-XM_037456644.2
N0.HOG0017698	OG0015828	n0	ApeQuad_26353.4	rna-XM_040167550.1		g13796.t1		rna-XM_037456159.2
N0.HOG0017699	OG0015829	n0	ApeQuad_26355.1	rna-XM_040167571.1		g13797.t1		rna-XM_037455238.2
N0.HOG0017700	OG0015830	n0	ApeQuad_26357.5	rna-XM_040167551.1		g13799.t3		rna-XM_037455397.2
N0.HOG0017701	OG0015831	n0	ApeQuad_26358.1	rna-XM_040167572.1		g13800.t1		rna-XM_037456280.2
N0.HOG0017702	OG0015832	n0	ApeQuad_26359.1	rna-XM_040167573.1		g13801.t2		rna-XM_037456277.2
N0.HOG0017703	OG0015833	n0	ApeQuad_26360.1	rna-XM_040167346.1		g13802.t1		rna-XM_037456103.2
N0.HOG0017704	OG0015834	n0	ApeQuad_26361.1	rna-XM_040167340.1		g13803.t1		rna-XM_037456100.2
N0.HOG0017705	OG0015835	n0	ApeQuad_26363.1	rna-XM_040167343.1		g13804.t2		rna-XM_037456101.2
N0.HOG0017706	OG0015836	n0	ApeQuad_26364.3	rna-XM_040167702.1		g13805.t1		rna-XM_037456669.2
N0.HOG0017707	OG0015837	n0	ApeQuad_26366.1	rna-XM_040167587.1		g13807.t1		rna-XM_037456310.2
N0.HOG0017708	OG0015838	n0	ApeQuad_26367.1	rna-XM_040167877.1		g13808.t1		rna-XM_037455950.2
N0.HOG0017709	OG0015839	n0	ApeQuad_26368.2	rna-XM_040166548.1		g13809.t2		rna-XM_037455236.2
N0.HOG0017710	OG0015840	n0	ApeQuad_26369.1	rna-XM_040166545.1		g13810.t1		rna-XM_037455294.2
N0.HOG0017711	OG0015841	n0	ApeQuad_26370.3	rna-XM_040166550.1		g13811.t2		rna-XM_037455297.2
N0.HOG0017712	OG0015842	n0	ApeQuad_26371.1	rna-XM_040166553.1		g13812.t2		rna-XM_037455301.2
N0.HOG0017713	OG0015843	n0	ApeQuad_26374.1	rna-XM_040166968.1		g13815.t1		rna-XM_037455432.2
N0.HOG0017714	OG0015844	n0	ApeQuad_26375.1	rna-XM_040166969.1		g13816.t1		rna-XM_037455433.2
N0.HOG0017715	OG0015845	n0	ApeQuad_26376.1	rna-XM_040167714.1		g13817.t1		rna-XM_037455519.2
N0.HOG0017716	OG0015846	n0	ApeQuad_26377.1	rna-XM_040166523.1		g13818.t1		rna-XM_037455517.2
N0.HOG0017717	OG0015847	n0	ApeQuad_26378.1	rna-XM_040167525.1		g13819.t1		rna-XM_037455511.2
N0.HOG0017718	OG0015848	n0	ApeQuad_26380.1	rna-XM_040167528.1		g13822.t1		rna-XM_037456311.2
N0.HOG0017719	OG0015849	n0	ApeQuad_26382.2	rna-XM_040167535.1		g13823.t2		rna-XM_037456320.2
N0.HOG0017720	OG0015850	n0	ApeQuad_26386.1	rna-XM_040167625.1		g13827.t1		rna-XM_037456676.2
N0.HOG0017721	OG0015851	n0	ApeQuad_26387.2	rna-XM_040167683.1		g13828.t1		rna-XM_037456240.2
N0.HOG0017722	OG0015852	n0	ApeQuad_26388.1	rna-XM_040167695.1		g13829.t1		rna-XM_037456241.2
N0.HOG0017723	OG0015853	n0	ApeQuad_26389.1	rna-XM_040167697.1		g13830.t1		rna-XM_037455895.2
N0.HOG0017724	OG0015854	n0	ApeQuad_26392.1	rna-XM_040167693.1		g13832.t1		rna-XM_037455948.2
N0.HOG0017725	OG0015855	n0	ApeQuad_26393.1	rna-XM_040167688.1		g13833.t1		rna-XM_037455947.2
N0.HOG0017726	OG0015856	n0	ApeQuad_26395.1	rna-XM_040167392.1		g13835.t1		rna-XM_037455699.2
N0.HOG0017727	OG0015857	n0	ApeQuad_26398.1	rna-XM_040167394.1		g13837.t1		rna-XM_037456262.2
N0.HOG0017728	OG0015858	n0	ApeQuad_26399.2	rna-XM_040167387.1		g13838.t1		rna-XM_037456259.2
N0.HOG0017729	OG0015859	n0	ApeQuad_26400.3	rna-XM_040167385.1		g13839.t2		rna-XM_062559330.1
N0.HOG0017730	OG0015860	n0	ApeQuad_26401.1	rna-XM_040167375.1		g13840.t1		rna-XM_037456370.2
