external_gene_name	ensembl_gene_id	gene_biotype	chrom_HG37	chrom_start_HG37	chrom_end_HG37	HI	percentile	PLs
YWHAE	ENSG00000108953	protein_coding	chr17	1247566	1303672	0.966733106	1.8%	255/0/0
YWHAG	ENSG00000170027	protein_coding	chr7	75956116	75988348	0.604412907	11.66%	200/55/0
YWHAH	ENSG00000128245	protein_coding	chr22	32340447	32353590	0.465802488	17.36%	200/55/0
YWHAQ	ENSG00000134308	protein_coding	chr2	9724101	9771143	0.968603808	1.75%	255/0/0
YWHAZ	ENSG00000164924	protein_coding	chr8	101928753	101965616	0.953959202	2.12%	255/0/0
YY1	ENSG00000100811	protein_coding	chr14	100704635	100749129	0.869312482	4.22%	255/0/0
YY1AP1	ENSG00000163374	protein_coding	chr1	155629237	155658791	0.012101743	79.15%	50/205/0
YY2	ENSG00000230797	protein_coding	chrX	21874105	21876845	0.001308718	93.84%	0/255/0
ZACN	ENSG00000186919	protein_coding	chr17	74068042	74079747	0.001720136	91.81%	0/255/0
ZAN	ENSG00000146839	protein_coding	chr7	100331249	100395419	0.002173013	90.5%	0/255/0
ZAP70	ENSG00000115085	protein_coding	chr2	98330023	98356325	0.120793237	47.32%	125/130/0
ZAP70	ENSG00000291603	protein_coding	chr2	98330023	98356325	0.120793237	47.32%	125/130/0
ZAR1	ENSG00000182223	protein_coding	chr4	48492269	48496406	0.008324205	82.31%	25/230/0
ZAR1L	ENSG00000189167	protein_coding	chr13	32877837	32889481	0.006381813	84.2%	25/230/0
ZBBX	ENSG00000169064	protein_coding	chr3	166958075	167099134	0.013746887	78.06%	50/205/0
ZBED1	ENSG00000214717	protein_coding	chrX	2404455	2419008	0.007034899	83.45%	25/230/0
ZBED1	ENSG00000292345	protein_coding	chrX	2404455	2419008	0.007034899	83.45%	25/230/0
ZBED2	ENSG00000177494	protein_coding	chr3	111311747	111314290	0.006579033	83.97%	25/230/0
ZBED3	ENSG00000132846	protein_coding	chr5	76367897	76383148	0.0066407	83.9%	25/230/0
ZBED4	ENSG00000100426	protein_coding	chr22	50247490	50283726	0.009759026	81.01%	25/230/0
ZBED5	ENSG00000236287	protein_coding	chr11	10833621	10880343	0.101422824	50.89%	100/155/0
ZBED6	ENSG00000257315	protein_coding	chr1	203765437	203769686	0.205388941	36.08%	150/105/0
ZBP1	ENSG00000124256	protein_coding	chr20	56178902	56195632	0.00074067	97.08%	0/255/0
ZBTB1	ENSG00000126804	protein_coding	chr14	64970430	65000408	0.512954125	15.25%	200/55/0
ZBTB10	ENSG00000205189	protein_coding	chr8	81397854	81438500	0.309312662	26.88%	175/80/0
ZBTB11	ENSG00000066422	protein_coding	chr3	101367733	101396339	0.313137276	26.59%	175/80/0
ZBTB12	ENSG00000204366	protein_coding	chr6	31867384	31869769	0.043402466	64.69%	75/180/0
ZBTB12	ENSG00000234196	protein_coding	chr6	31867384	31869769	0.043402466	64.69%	75/180/0
ZBTB12	ENSG00000237900	protein_coding	chr6	31867384	31869769	0.043402466	64.69%	75/180/0
ZBTB12	ENSG00000206366	protein_coding	chr6	31867384	31869769	0.043402466	64.69%	75/180/0
ZBTB12	ENSG00000234852	protein_coding	chr6	31867384	31869769	0.043402466	64.69%	75/180/0
ZBTB14	ENSG00000198081	protein_coding	chr18	5289018	5297052	0.281875727	28.98%	175/80/0
ZBTB16	ENSG00000109906	protein_coding	chr11	113930315	114121398	0.987298983	1.18%	255/0/0
ZBTB17	ENSG00000116809	protein_coding	chr1	16268364	16302627	0.217828999	34.63%	150/105/0
ZBTB18	ENSG00000179456	protein_coding	chr1	244214585	244220778	0.703952025	8.38%	255/0/0
ZBTB2	ENSG00000181472	protein_coding	chr6	151685252	151712683	0.112439439	48.77%	125/130/0
ZBTB20	ENSG00000181722	protein_coding	chr3	114056941	114866118	0.999874095	0.19%	255/0/0
ZBTB21	ENSG00000173276	protein_coding	chr21	43406940	43430496	0.017735226	75.46%	50/205/0
ZBTB22	ENSG00000236104	protein_coding	chr6	33282183	33285719	0.0398098	65.83%	75/180/0
ZBTB22	ENSG00000237056	protein_coding	chr6	33282183	33285719	0.0398098	65.83%	75/180/0
ZBTB22	ENSG00000227780	protein_coding	chr6	33282183	33285719	0.0398098	65.83%	75/180/0
ZBTB22	ENSG00000206280	protein_coding	chr6	33282183	33285719	0.0398098	65.83%	75/180/0
ZBTB22	ENSG00000229253	protein_coding	chr6	33282183	33285719	0.0398098	65.83%	75/180/0
ZBTB24	ENSG00000112365	protein_coding	chr6	109783797	109804440	0.089064547	53.44%	100/155/0
ZBTB25	ENSG00000089775	protein_coding	chr14	64915824	64971931	0.303467452	27.4%	175/80/0
ZBTB26	ENSG00000171448	protein_coding	chr9	125677845	125693779	0.704211697	8.37%	255/0/0
ZBTB3	ENSG00000185670	protein_coding	chr11	62515791	62521660	0.292365106	28.2%	175/80/0
ZBTB32	ENSG00000011590	protein_coding	chr19	36195429	36207940	0.160599337	41.44%	125/130/0
ZBTB33	ENSG00000177485	protein_coding	chrX	119384607	119392253	0.393506803	21.17%	175/80/0
ZBTB34	ENSG00000177125	protein_coding	chr9	129622944	129648157	0.397411647	20.93%	175/80/0
ZBTB37	ENSG00000185278	protein_coding	chr1	173837220	173872687	0.33321097	25.23%	175/80/0
ZBTB38	ENSG00000177311	protein_coding	chr3	141043055	141168634	0.200527429	36.7%	150/105/0
ZBTB39	ENSG00000166860	protein_coding	chr12	57392618	57400230	0.189231295	37.91%	150/105/0
ZBTB4	ENSG00000283868	protein_coding	chr17	7362685	7387582	0.110313063	49.14%	125/130/0
ZBTB4	ENSG00000174282	protein_coding	chr17	7362685	7387582	0.110313063	49.14%	125/130/0
ZBTB40	ENSG00000184677	protein_coding	chr1	22778344	22857650	0.113666216	48.54%	125/130/0
ZBTB41	ENSG00000177888	protein_coding	chr1	197122810	197169672	0.268843741	29.96%	175/80/0
ZBTB42	ENSG00000179627	protein_coding	chr14	105266933	105271049	0.006940239	83.57%	25/230/0
ZBTB43	ENSG00000169155	protein_coding	chr9	129567285	129600489	0.513611767	15.2%	200/55/0
ZBTB44	ENSG00000196323	protein_coding	chr11	130096572	130184581	0.491404148	16.26%	200/55/0
ZBTB45	ENSG00000119574	protein_coding	chr19	59024897	59050278	0.006290854	84.3%	25/230/0
ZBTB46	ENSG00000130584	protein_coding	chr20	62375019	62462597	0.039954522	65.79%	75/180/0
ZBTB47	ENSG00000114853	protein_coding	chr3	42695176	42709072	0.105149635	50.2%	100/155/0
ZBTB48	ENSG00000204859	protein_coding	chr1	6640061	6649340	0.115299339	48.25%	125/130/0
ZBTB49	ENSG00000168826	protein_coding	chr4	4291924	4323513	0.002709663	89.21%	25/230/0
ZBTB5	ENSG00000168795	protein_coding	chr9	37438111	37465396	0.188976192	37.94%	150/105/0
ZBTB6	ENSG00000186130	protein_coding	chr9	125670335	125675609	0.43121992	19.08%	200/55/0
ZBTB7A	ENSG00000178951	protein_coding	chr19	4044362	4066943	0.12516628	46.6%	125/130/0
ZBTB7B	ENSG00000160685	protein_coding	chr1	154975127	154990998	0.072525806	56.89%	100/155/0
ZBTB7C	ENSG00000184828	protein_coding	chr18	45553044	45937123	0.580247061	12.58%	200/55/0
ZBTB8A	ENSG00000160062	protein_coding	chr1	33005028	33071540	0.116500343	48.04%	125/130/0
ZBTB8B	ENSG00000273274	protein_coding	chr1	32930670	32962287	0.131325316	45.71%	125/130/0
ZBTB8OS	ENSG00000176261	protein_coding	chr1	33065773	33116504	0.338556242	24.93%	175/80/0
ZBTB9	ENSG00000236515	protein_coding	chr6	33422356	33425325	0.079955923	55.18%	100/155/0
ZBTB9	ENSG00000213588	protein_coding	chr6	33422356	33425325	0.079955923	55.18%	100/155/0
ZC2HC1A	ENSG00000104427	protein_coding	chr8	79578282	79632000	0.158452709	41.8%	125/130/0
ZC2HC1B	ENSG00000118491	protein_coding	chr6	144185573	144259483	0.064058253	58.87%	100/155/0
ZC2HC1C	ENSG00000119703	protein_coding	chr14	75530873	75545126	0.014803049	77.29%	50/205/0
ZC3H10	ENSG00000135482	protein_coding	chr12	56511943	56516278	0.274606819	29.55%	175/80/0
ZC3H11A	ENSG00000058673	protein_coding	chr1	203764782	203823252	0.178132856	39.28%	150/105/0
ZC3H12A	ENSG00000163874	protein_coding	chr1	37940153	37949980	0.027676746	70.56%	50/205/0
ZC3H12B	ENSG00000102053	protein_coding	chrX	64708615	64727767	0.220777193	34.34%	150/105/0
ZC3H12C	ENSG00000149289	protein_coding	chr11	109964087	110042566	0.211265089	35.43%	150/105/0
ZC3H12D	ENSG00000178199	protein_coding	chr6	149768794	149806197	0.043121209	64.77%	75/180/0
ZC3H13	ENSG00000123200	protein_coding	chr13	46528600	46626894	0.327997319	25.61%	175/80/0
ZC3H14	ENSG00000100722	protein_coding	chr14	89029253	89079853	0.454776108	17.95%	200/55/0
ZC3H15	ENSG00000065548	protein_coding	chr2	187350883	187374090	0.313699684	26.53%	175/80/0
ZC3H18	ENSG00000158545	protein_coding	chr16	88636789	88698374	0.062626987	59.16%	100/155/0
ZC3H3	ENSG00000014164	protein_coding	chr8	144519825	144623623	0.004437994	86.46%	25/230/0
ZC3H3	ENSG00000282684	protein_coding	chr8	144519825	144623623	0.004437994	86.46%	25/230/0
ZC3H4	ENSG00000130749	protein_coding	chr19	47567444	47617009	0.073878613	56.54%	100/155/0
ZC3H6	ENSG00000188177	protein_coding	chr2	113033171	113097640	0.109512741	49.28%	125/130/0
ZC3H7A	ENSG00000122299	protein_coding	chr16	11844442	11891123	0.16695757	40.68%	125/130/0
ZC3H7B	ENSG00000100403	protein_coding	chr22	41697526	41756151	0.205802127	36.03%	150/105/0
ZC3H8	ENSG00000144161	protein_coding	chr2	112969102	113012713	0.039209266	66.03%	75/180/0
ZC3HAV1	ENSG00000105939	protein_coding	chr7	138728266	138794465	0.001589161	92.37%	0/255/0
ZC3HAV1L	ENSG00000146858	protein_coding	chr7	138710452	138720775	0.011196359	79.87%	50/205/0
ZC3HC1	ENSG00000091732	protein_coding	chr7	129658126	129691291	0.165651654	40.84%	125/130/0
ZC4H2	ENSG00000126970	protein_coding	chrX	64136250	64254593	0.40730973	20.36%	175/80/0
ZCCHC10	ENSG00000155329	protein_coding	chr5	132332677	132362296	0.11723193	47.9%	125/130/0
ZCCHC12	ENSG00000174460	protein_coding	chrX	117957753	117960931	0.013165521	78.4%	50/205/0
ZCCHC13	ENSG00000187969	protein_coding	chrX	73524025	73524868	0.011407413	79.68%	50/205/0
ZCCHC14	ENSG00000140948	protein_coding	chr16	87439852	87525651	0.048418992	63.16%	75/180/0
ZCCHC17	ENSG00000121766	protein_coding	chr1	31769842	31837783	0.331729559	25.37%	175/80/0
ZCCHC18	ENSG00000166707	protein_coding	chrX	103356822	103360533	0.009517344	81.25%	25/230/0
ZCCHC2	ENSG00000141664	protein_coding	chr18	60190240	60254942	0.070711397	57.3%	100/155/0
ZCCHC24	ENSG00000165424	protein_coding	chr10	81142081	81205383	0.161197906	41.38%	125/130/0
ZCCHC3	ENSG00000247315	protein_coding	chr20	278214	280961	0.061986514	59.32%	100/155/0
ZCCHC4	ENSG00000168228	protein_coding	chr4	25314407	25372005	0.170597906	40.23%	125/130/0
ZCCHC7	ENSG00000147905	protein_coding	chr9	37120536	37358146	0.368426364	22.81%	175/80/0
ZCCHC8	ENSG00000033030	protein_coding	chr12	122957417	122985518	0.058299214	60.34%	75/180/0
ZCCHC9	ENSG00000131732	protein_coding	chr5	80597409	80609116	0.125024752	46.61%	125/130/0
ZCRB1	ENSG00000139168	protein_coding	chr12	42705880	42719920	0.427542298	19.23%	200/55/0
ZCWPW1	ENSG00000078487	protein_coding	chr7	99998449	100026615	0.02187716	73.24%	50/205/0
ZCWPW2	ENSG00000206559	protein_coding	chr3	28390637	28579613	0.078213142	55.62%	100/155/0
ZDBF2	ENSG00000283649	protein_coding	chr2	207139387	207179148	0.002706249	89.22%	25/230/0
ZDBF2	ENSG00000204186	protein_coding	chr2	207139387	207179148	0.002706249	89.22%	25/230/0
ZDHHC1	ENSG00000159714	protein_coding	chr16	67428322	67450736	0.066894592	58.18%	100/155/0
ZDHHC11	ENSG00000188818	protein_coding	chr5	710471	851101	0.000483764	98.54%	0/255/0
ZDHHC11B	ENSG00000206077	protein_coding	chr5	710475	767067	0.000513161	98.37%	0/255/0
ZDHHC12	ENSG00000160446	protein_coding	chr9	131483148	131486406	0.095085448	52.08%	100/155/0
ZDHHC13	ENSG00000177054	protein_coding	chr11	19138646	19197969	0.261841008	30.58%	150/105/0
ZDHHC14	ENSG00000175048	protein_coding	chr6	157802165	158099178	0.274873956	29.53%	175/80/0
ZDHHC15	ENSG00000102383	protein_coding	chrX	74588262	74743337	0.398844078	20.85%	175/80/0
ZDHHC16	ENSG00000171307	protein_coding	chr10	99205927	99217127	0.448045098	18.23%	200/55/0
ZDHHC17	ENSG00000186908	protein_coding	chr12	77157368	77247476	0.762443397	6.79%	255/0/0
ZDHHC18	ENSG00000204160	protein_coding	chr1	27153201	27184093	0.314387246	26.47%	175/80/0
ZDHHC19	ENSG00000163958	protein_coding	chr3	195924320	195938308	0.019532821	74.42%	50/205/0
ZDHHC2	ENSG00000104219	protein_coding	chr8	17013538	17082308	0.26682263	30.13%	150/105/0
ZDHHC20	ENSG00000180776	protein_coding	chr13	21950263	22033509	0.173513981	39.87%	150/105/0
ZDHHC21	ENSG00000175893	protein_coding	chr9	14611069	14693469	0.66879059	9.41%	255/0/0
ZDHHC22	ENSG00000177108	protein_coding	chr14	77597613	77609077	0.30053369	27.62%	175/80/0
ZDHHC23	ENSG00000184307	protein_coding	chr3	113666748	113684248	0.135927587	44.98%	125/130/0
ZDHHC24	ENSG00000174165	protein_coding	chr11	66288108	66313709	0.03559777	67.28%	75/180/0
ZDHHC3	ENSG00000163812	protein_coding	chr3	44956749	45017677	0.269135283	29.94%	175/80/0
ZDHHC4	ENSG00000136247	protein_coding	chr7	6617065	6629005	0.012205572	79.09%	50/205/0
ZDHHC5	ENSG00000156599	protein_coding	chr11	57435219	57468659	0.360708971	23.4%	175/80/0
ZDHHC6	ENSG00000023041	protein_coding	chr10	114190058	114206672	0.349922498	24.11%	175/80/0
ZDHHC7	ENSG00000153786	protein_coding	chr16	85007787	85045141	0.108032046	49.57%	125/130/0
ZDHHC8	ENSG00000099904	protein_coding	chr22	20116979	20135530	0.189925949	37.82%	150/105/0
ZDHHC9	ENSG00000188706	protein_coding	chrX	128937264	128977885	0.560902735	13.32%	200/55/0
ZEB1	ENSG00000148516	protein_coding	chr10	31607424	31818742	0.848008697	4.69%	255/0/0
ZEB2	ENSG00000169554	protein_coding	chr2	145141648	145282147	0.9993664	0.37%	255/0/0
ZER1	ENSG00000160445	protein_coding	chr9	131492065	131534693	0.319877068	26.16%	175/80/0
ZFAND1	ENSG00000104231	protein_coding	chr8	82613569	82645138	0.395467152	21.04%	175/80/0
ZFAND2A	ENSG00000178381	protein_coding	chr7	1191707	1200395	0.006597884	83.95%	25/230/0
ZFAND2B	ENSG00000158552	protein_coding	chr2	220059959	220074373	0.238029488	32.59%	150/105/0
ZFAND3	ENSG00000156639	protein_coding	chr6	37787275	38122400	0.6572288	9.83%	255/0/0
ZFAND4	ENSG00000172671	protein_coding	chr10	46111043	46168228	0.206770779	35.92%	150/105/0
ZFAND5	ENSG00000107372	protein_coding	chr9	74966341	74980163	0.82884452	5.11%	255/0/0
ZFAND6	ENSG00000086666	protein_coding	chr15	80351910	80430735	0.424017831	19.4%	200/55/0
ZFAT	ENSG00000066827	protein_coding	chr8	135490031	135725292	0.070395516	57.4%	100/155/0
ZFC3H1	ENSG00000133858	protein_coding	chr12	72003252	72061505	0.260866515	30.66%	150/105/0
ZFHX2	ENSG00000136367	protein_coding	chr14	23990066	24025401	0.093317405	52.53%	100/155/0
ZFHX3	ENSG00000140836	protein_coding	chr16	72816784	73093597	0.937778878	2.56%	255/0/0
ZFHX4	ENSG00000091656	protein_coding	chr8	77593454	77779521	0.941809992	2.42%	255/0/0
ZFP1	ENSG00000184517	protein_coding	chr16	75182390	75206134	0.023535276	72.4%	50/205/0
ZFP14	ENSG00000142065	protein_coding	chr19	36827162	36870101	0.042136678	65.05%	75/180/0
ZFP2	ENSG00000198939	protein_coding	chr5	178322895	178360213	0.036345748	66.99%	75/180/0
ZFP28	ENSG00000196867	protein_coding	chr19	57050317	57068169	0.002642603	89.4%	25/230/0
ZFP3	ENSG00000180787	protein_coding	chr17	4981543	4999669	0.021228195	73.57%	50/205/0
ZFP30	ENSG00000120784	protein_coding	chr19	38104650	38183238	0.030255234	69.3%	75/180/0
ZFP36	ENSG00000128016	protein_coding	chr19	39897453	39900052	0.04149903	65.3%	75/180/0
ZFP36L1	ENSG00000185650	protein_coding	chr14	69254377	69263190	0.134873192	45.12%	125/130/0
ZFP36L2	ENSG00000152518	protein_coding	chr2	43449541	43453748	0.108806631	49.42%	125/130/0
ZFP37	ENSG00000136866	protein_coding	chr9	115800660	115819039	0.02418808	72.14%	50/205/0
ZFP41	ENSG00000181638	protein_coding	chr8	144328991	144344875	0.001947636	91.12%	0/255/0
ZFP42	ENSG00000179059	protein_coding	chr4	188916925	188926204	0.001178852	94.58%	0/255/0
ZFP57	ENSG00000223852	protein_coding	chr6	29640169	29648887	0.001940866	91.13%	0/255/0
ZFP57	ENSG00000226858	protein_coding	chr6	29640169	29648887	0.001940866	91.13%	0/255/0
ZFP57	ENSG00000206510	protein_coding	chr6	29640169	29648887	0.001940866	91.13%	0/255/0
ZFP57	ENSG00000234669	protein_coding	chr6	29640169	29648887	0.001940866	91.13%	0/255/0
ZFP57	ENSG00000223858	protein_coding	chr6	29640169	29648887	0.001940866	91.13%	0/255/0
ZFP57	ENSG00000232099	protein_coding	chr6	29640169	29648887	0.001940866	91.13%	0/255/0
ZFP57	ENSG00000204644	protein_coding	chr6	29640169	29648887	0.001940866	91.13%	0/255/0
ZFP57	ENSG00000227858	protein_coding	chr6	29640169	29648887	0.001940866	91.13%	0/255/0
ZFP62	ENSG00000196670	protein_coding	chr5	180274611	180288286	0.049248535	62.88%	75/180/0
ZFP64	ENSG00000020256	protein_coding	chr20	50668202	50820847	0.203128314	36.35%	150/105/0
ZFP69	ENSG00000187815	protein_coding	chr1	40942887	40962015	0.042478631	64.96%	75/180/0
ZFP69B	ENSG00000187801	protein_coding	chr1	40915774	40929390	0.026305434	71.19%	50/205/0
ZFP82	ENSG00000181007	protein_coding	chr19	36874022	36909558	0.066974883	58.15%	100/155/0
ZFP90	ENSG00000184939	protein_coding	chr16	68563993	68609975	0.101481093	50.87%	100/155/0
ZFP91	ENSG00000186660	protein_coding	chr11	58346584	58388515	0.329509893	25.51%	175/80/0
ZFP92	ENSG00000189420	protein_coding	chrX	152683780	152687087	0.003313507	88.05%	25/230/0
ZFPL1	ENSG00000162300	protein_coding	chr11	64851695	64855870	0.114847143	48.36%	125/130/0
ZFPM1	ENSG00000179588	protein_coding	chr16	88519725	88603424	0.0333458	68%	75/180/0
ZFPM2	ENSG00000169946	protein_coding	chr8	106330920	106816760	0.993294753	0.93%	255/0/0
ZFR	ENSG00000056097	protein_coding	chr5	32354456	32444867	0.674408386	9.24%	255/0/0
ZFR2	ENSG00000105278	protein_coding	chr19	3804022	3869030	0.001224919	94.3%	0/255/0
ZFX	ENSG00000005889	protein_coding	chrX	24167290	24234372	0.73159438	7.61%	255/0/0
ZFY	ENSG00000067646	protein_coding	chrY	2803112	2850547	0.062283995	59.24%	100/155/0
ZFYVE1	ENSG00000165861	protein_coding	chr14	73436159	73493920	0.327167939	25.68%	175/80/0
ZFYVE16	ENSG00000039319	protein_coding	chr5	79703832	79775169	0.119859967	47.47%	125/130/0
ZFYVE19	ENSG00000166140	protein_coding	chr15	41099284	41106767	0.034658008	67.55%	75/180/0
ZFYVE21	ENSG00000100711	protein_coding	chr14	104182067	104200005	0.021274644	73.55%	50/205/0
ZFYVE26	ENSG00000072121	protein_coding	chr14	68194091	68283307	0.150248004	42.96%	125/130/0
ZFYVE27	ENSG00000155256	protein_coding	chr10	99496878	99520664	0.220548654	34.37%	150/105/0
ZFYVE28	ENSG00000159733	protein_coding	chr4	2271309	2420390	0.041749836	65.21%	75/180/0
ZFYVE9	ENSG00000157077	protein_coding	chr1	52608046	52812358	0.64214254	10.39%	200/55/0
ZG16	ENSG00000174992	protein_coding	chr16	29789561	29793096	0.040283907	65.67%	75/180/0
ZG16B	ENSG00000162078	protein_coding	chr16	2880170	2888967	0.000138453	99.89%	0/255/0
ZG16B	ENSG00000283056	protein_coding	chr16	2880170	2888967	0.000138453	99.89%	0/255/0
ZGLP1	ENSG00000220201	protein_coding	chr19	10415479	10420556	0.005623606	85.08%	25/230/0
ZGPAT	ENSG00000197114	protein_coding	chr20	62338817	62367494	0.019253633	74.55%	50/205/0
ZGRF1	ENSG00000138658	protein_coding	chr4	113460492	113558151	0.009414911	81.37%	25/230/0
ZHX1	ENSG00000165156	protein_coding	chr8	124260696	124287781	0.220367869	34.38%	150/105/0
ZHX1-C8orf76	ENSG00000259305	protein_coding	chr8	124238431	124279627	0.030014011	69.4%	75/180/0
ZHX2	ENSG00000178764	protein_coding	chr8	123793633	123986750	0.985755188	1.26%	255/0/0
ZHX3	ENSG00000174306	protein_coding	chr20	39807088	39946312	0.079789863	55.23%	100/155/0
ZIC1	ENSG00000152977	protein_coding	chr3	147111209	147228080	0.721554377	7.94%	255/0/0
ZIC2	ENSG00000043355	protein_coding	chr13	100634026	100639018	0.780891061	6.3%	255/0/0
ZIC3	ENSG00000156925	protein_coding	chrX	136648301	136659850	0.843630999	4.79%	255/0/0
ZIC4	ENSG00000174963	protein_coding	chr3	147103833	147124647	0.576250288	12.76%	200/55/0
ZIC5	ENSG00000139800	protein_coding	chr13	100615218	100624163	0.189825813	37.83%	150/105/0
ZIK1	ENSG00000171649	protein_coding	chr19	58089824	58105145	0.001454169	93.02%	0/255/0
ZIM2	ENSG00000269699	protein_coding	chr19	57285920	57352097	0.002863663	88.9%	25/230/0
ZIM3	ENSG00000141946	protein_coding	chr19	57645464	57656570	0.001313694	93.8%	0/255/0
ZKSCAN1	ENSG00000106261	protein_coding	chr7	99613204	99639312	0.096037093	51.93%	100/155/0
ZKSCAN2	ENSG00000155592	protein_coding	chr16	25247322	25269252	0.107128178	49.77%	125/130/0
ZKSCAN3	ENSG00000189298	protein_coding	chr6	28317691	28336947	0.009619971	81.15%	25/230/0
ZKSCAN4	ENSG00000187626	protein_coding	chr6	28212401	28227011	0.015936383	76.51%	50/205/0
ZKSCAN5	ENSG00000196652	protein_coding	chr7	99102274	99132323	0.033344501	68%	75/180/0
ZKSCAN7	ENSG00000281894	protein_coding	chr3	44596685	44624975	0.105050019	50.22%	100/155/0
ZKSCAN7	ENSG00000196345	protein_coding	chr3	44596685	44624975	0.105050019	50.22%	100/155/0
ZKSCAN8	ENSG00000198315	protein_coding	chr6	28109688	28127250	0.142481975	44.08%	125/130/0
ZMAT1	ENSG00000166432	protein_coding	chrX	101137262	101187004	0.014192788	77.73%	50/205/0
